ccode,cnumber,description,
VIST,339,"Research Techniques in Visualization. (3-0). Credit 3. Research techniques used in visualization and creative fields; qualitative and quantitative methods, formulating research questions; determining appropriate methods, research planning and designing, data collection, testing and assessment; data analysis and interpretation. Prerequisites: Grade of C or better in VIST 206.",
VIST,354,"Principles of Multimedia Design. (2-3). Credit 3. Application and design of web and mobile platforms to create interactive products; planning, design, and development of intuitive user interfaces; focus on user-centered design, interaction principles, and standards-based technologies. Prerequisite: Grade of C or better in VIST 272 or ARTS 303.",
VIST,357,"Interaction Design. (3-0). Credit 3. Concepts, theories and methods in interaction design and interaction; dimensions of interaction design; data gathering methods and evaluation; task analysis; aesthetics and the sensory experience; prototyping, and workflow. Prerequisite: Upper division in Visualization.",
VIST,372,"Creating Digital Environments. (2-2). Credit 3. Terminology, principles and practices in the creation of 3D models; mathematical principles of geometrical modeling theory and application of modeling techniques; boolean operations; parametric modeling; modeling; particle systems; L-Systems; nurbs and/or grammar based techniques; lighting setup and control. Prerequisite: Grade of C or better in VIST 271.",
VIST,405,"Visual Studies Studio III. (1-5). Credit 3. Theory and practice in the art and science of the visual image; scientific and mathematical principles as process; information theory and sensorial design; interactivity and user integration; integration of real and virtual environments including lighting design and material definition. Prerequisites: Grade of C or better in VIST 305, and VIST 301 or VIST 494.",
VIST,409,"Capstone Studio. (1-5). Credit 3. Completion of the proposed capstone project; integration of core methodologies, concept development, drawing and design, art history, aesthetics, research, methodology and processes, scripting and programming and digital communication; required peer reviewed publication or other appropriate venue. May be taken two times for credit. Prerequisites: Grade of C or better in VIST 305 and VIST 339.",
VIST,429,"On Set Virtual Production. (1-4). Credit 3. Development of advanced visual storytelling and visual communication projects utilizing virtual production technologies on a soundstage; emphasis on production efficiency on team-based collaborative projects with successive refinement of aesthetic intent; may include story development, expressive performance choreography, design and integrated use of virtual and practical sets and props, stage lighting, and sound; projects may be oriented toward live performance, live broadcast, or commercial production utilizing a combination of in-camera visual effects and post-processing and editing. Prerequisites: Grade C or better in VIST 172, VIST 225, VIST 272, VIST 325, VIST 419, or VIST 425.",
VIST,439,"Capstone Proposal Development. (0-2). Credit 1. Individual proposal development for capstone studio; demonstration of ideation and concept development, drawing and design, art history, aesthetics, research, methodology and processes, scripting or programming and digital communication. Prerequisites: Grade of C or better in VIST 339.",
VIST,442,"Digital Characters - Art, Technology, Uses and Meaning. (2-2). Credit 3. Examination of the art and technology employed in the creation of digital characters; exploration of the reasons for, and impact of, their use in popular media and science; digital character creation techniques; estimating performance requirements; visual examples and written work used to illustrate topics and application areas. Prerequisites: Grade of C or better in VIST 206 and ARTS 349.",
VIST,465,"Video and Time Based Media. (2-4). Credit 3. Exploration of perception, vision and self-expression through video, film, and other time-based media; emphasis on language, theories, disciplines, and procedures used to plan and produce time-based works; exposure to the history of film and video and the social and conceptual influences on the medium. Prerequisites: Junior or senior classification.",
VIST,480,"Game Level Design. (2-2). Credit 3. Game level design, the art of creating the game level context; game 2D & 3D spaces, spatial challenges; flow of game spaces and pacing; players engagement and communication through environment art; storytelling and rewards in game spaces. Prerequisites: Grade of C or better in VIST 386 or approval of instructor; junior or senior classification.",
VIST,487,"Game Development. (2-2). Credit 3. Aesthetic and technical aspects of computer game development, including game mechanics, story development, content creation and game programming; includes game design, interface design, 3D modeling and animation, graphics algorithms, shader programming and artificial intelligence; group project includes the design and development of a game from start to finish. Prerequisites: Grade of C or better in VIST 386 or CSCE 441, or approval of instructor. Cross-listed with CSCE 443.",
VIST,489,"Special Topics in...   Credit 1 to 4. Selected topics in an identified field of visual studies. May be repeated for up to 9 credit hours. Prerequisite: Approval of instructor and undergraduate program coordinator.",
VIST,494,"Internship. Credit 3 to 6. Practical experience in a visualization related company; equivalent of 480-600 hours over at least 12-15 weeks; departmental pre-approval through the departmental internship coordinator required; post evaluation conducted following the internship. May be taken two times for credit. Prerequisites: Upper division in Visualization and approval of Visualization intern coordinator.",
