ccode,cnumber,description,
AFST,201,"Introduction to Africana Studies. (3-0). Credit 3. Introduction to the field of Africana Studies; interdisciplinary approach drawing from history, philosophy, sociology, political studies, literature and performance studies; explores the African foundational relationship to and connections with its diaspora populations; covers Africa, the United States, the Caribbean, Europe and South America.",
AFST,261,"Contemporary Issues in the Global South. (3-0). Credit 3. Exploration of current political and cultural issues in the Global South. May be repeated once for credit. Cross-listed with INTA 261.",
AFST,301,"Blacks in the United States Since 1877. (3-0). Credit 3. Blacks in the United States from the end of Reconstruction to the present; ideologies of black leaders, disfranchisement, lynching and the quest for equality in the 1950s and 1960s. Prerequisite: Junior or senior classification; HIST-301 also taught at Qatar campus. Cross-listed with HIST 301.",
AFST,325,"Africana Humanities. (3-0). Credit 3. Exploration of a significant topic pertaining to Africa and/or its Diaspora in the humanities and arts. Prerequisite: Junior or senior classification.",
AFST,327,"Popular Musics in the African Diaspora. (3-0). Credit 3. Examination of a range of popular musics from the twentieth century that have emerged in conjunction with the historical global spread of peoples and cultures from the African continent; technical knowledge about music is not required; focus on social and cultural contexts for popular music. Prerequisite: Junior or senior classification or approval of instructor. Cross-listed with MUSC 327.",
AFST,352,"Africana Philosophy. (3-0). Credit 3. Presentation of the seminal ideas of several influential Africana thinkers; recovery of the neglected traditions in which these thinkers locate themselves. Prerequisite: Junior or senior classification or approval of instructor. Cross-listed with PHIL 352.",
AFST,377,"Africana Womens History. (3-0). Credit 3. Black women’s history from the precolonial era to the present; emphasis on the cultural, political, legal, economic, sexual, social, and religious factors that shaped their experiences across the African Diaspora and the world. Prerequisites: Junior or senior classification. Cross-listed with HIST 377 and WGST 377.",
AFST,379,"Postcolonial Literatures. (3-0). Credit 3. Exploration of key terms, themes and debates within global literature written by colonized, occupied and diasporic peoples. Prerequisites: 3 credits of literature at the 200-level or above. Cross-listed with ENGL 379.",
AFST,601,"Methods of Inquiry Into Africana Studies. (3-0). Credit 3. Familiarization with the methodological tradition of African-centered thinking and its relationship to the more popular term Afro-centricity; representation of the thoughts of notable African centered and Afrocentric scholars throughout history as a means to center African descended people throughout history, social analysis and  theoretical accounts. Prerequisite: Graduate classification.",
AGCJ,105,"Introduction to Agriculture and Life Sciences Communications. (3-0). Credit 3. Introduction to journalism and mass communication, its history, role in society, and unique role in agriculture; importance of journalism mass communication and the communication methods used in modern society; foundation for an understanding of agricultural news and information and how it is delivered to broad audiences. Only one of the following will satisfy the requirements for a degree: AGCJ 105 or JOUR 102.",
AGCJ,281,"Media Concepts in Agriculture and Life Sciences. (3-0). Credit 3. Preparation for the job and internship search process, practicing interview skills, and identification of the skills necessary to grow in and contribute to the agricultural communications and journalism profession; identification of challenges and opportunities facing professional agricultural communicators and journalists; identification and analysis of industry-wide issues; learning how to think critically about the news. Prerequisite: Grade of C or better in AGCJ 105 or concurrent enrollment.",
AGCJ,301,"Media Production in Agriculture and Life Sciences. (3-0). Credit 3. Application of principles of media production in photography, videography, and podcasting within the context of agriculture and life sciences; exploration of pre-production planning and writing, production, post-production, camera techniques, equipment use, video editing and graphics, and sound editing; exploration of unique techniques used for media production in the complex fields of agriculture and life sciences. Prerequisites: Grade of C or better in AGCJ 105 and AGCJ 281.",
AGCJ,306,"Theory and Practice of Public Relations in Agriculture and Life Sciences. (3-0). Credit 3.  Exploration of the unique relationships among agricultural stakeholders; topics include writing public relations objectives, strategies, tactics, and evaluation of public relations plans and strategies. Prerequisites: Grade of C or better in AGCJ 105 or concurrent enrollment.",
AGCJ,307,"Design for Agricultural Media. (2-2). Credit 3. Principles and practices of agricultural media design, including design and production of printed publications and graphics; computer assisted design and production of media pieces. Required for AGCJ majors and minors. Prerequisite: Junior or senior classification.",
AGCJ,311,"Introduction to Research in Agriculture and Life Sciences Communications. (3-0). Credit 3. Explanation of research and its ethics; development of research questions for audience, journalism and communications research; analysis of research designs and methods use of journalism, audience and communications research; topics include describing data collection methods and strategies, including interviews, observations, focus groups, surveys and content analyses; identification of research problems. Prerequisites: Grade of C or better in AGCJ 105 and AGCJ 281.",
AGCJ,312,"Editing in Agriculture and Life Sciences. (2-2). Credit 3. Principles and practices of editing for agricultural and technical audiences including improving and tightening copy; writing headlines, titles, and subheads; photo editing and captions, graphics and layout; print, broadcast, interactive and other media. Prerequisites: Grade of C or better in AGCJ 105; junior or senior classification.",
AGCJ,313,"Media Writing in Agriculture and Life Sciences I. (2-2). Credit 3. Newsgathering, writing, editing and ethics for all types of media used in agriculture and life sciences communications. Prerequisite: Grade of C or better in AGCJ 105 and AGCJ 312.",
AGCJ,314,"Media Writing in Agriculture and Life Sciences II. (2-2). Credit 3. Examination of interpretative news gathering and writing for all types of media; basic media law and ethics, interviewing skills with assigned practice writing about agriculture; science and technology topics. Prerequisites: Grade of C or better in AGCJ 312 and AGCJ 313; junior or senior classification.",
